bird_id,year,region,toxicant,value
BY97-002,2023,SSS,N_ETFOSA,0
BY48-001,2024,SSS,N_ETFOSA,0
BY100-001,2023,SSS,N_ETFOSA,0
BY100-002,2023,SSS,N_ETFOSA,0
BY100-003,2023,SSS,N_ETFOSA,0
BY100-002,2024,SSS,N_ETFOSA,0
AS28-001,2024,AIS,N_ETFOSA,0
AS28-002,2024,AIS,N_ETFOSA,0
AS28-003,2024,AIS,N_ETFOSA,0
BY94-001,2023,SSS,N_ETFOSA,0
BY94-002,2023,SSS,N_ETFOSA,0
AS71-001,2024,AIS,N_ETFOSA,0
AS71-002,2024,AIS,N_ETFOSA,0
AS71-001,2023,AIS,N_ETFOSA,0
AS108-002,2023,AIS,N_ETFOSA,0
GRNew-001,2025,LWR,N_ETFOSA,0
GRNew-002,2025,LWR,N_ETFOSA,0
AS99-001,2024,AIS,N_ETFOSA,0
AS99-002,2024,AIS,N_ETFOSA,0
AS106-001,2023,AIS,N_ETFOSA,0
AS106-002,2023,AIS,N_ETFOSA,0
AS90-001,2024,AIS,N_ETFOSA,0
AS90-002,2024,AIS,N_ETFOSA,0
GR10-001,2025,LWR,N_ETFOSA,0
GR10-002,2025,LWR,N_ETFOSA,0
RI20-001,2025,LWR,N_ETFOSA,0
AS20-001,2023,AIS,N_ETFOSA,0
AS20-002,2023,AIS,N_ETFOSA,0
IO20-001,2025,LWR,N_ETFOSA,0
IO20-002,2025,LWR,N_ETFOSA,0
IO20-003,2025,LWR,N_ETFOSA,0
IO26-001,2025,LWR,N_ETFOSA,0
IO26-002,2025,LWR,N_ETFOSA,0
IO21-001,2025,LWR,N_ETFOSA,0
IO21-003,2025,LWR,N_ETFOSA,0
JU22-001,2025,MWR,N_ETFOSA,0
JU22-002,2025,MWR,N_ETFOSA,0
JU14-001,2025,MWR,N_ETFOSA,0
SK02-001,2025,LWR,N_ETFOSA,0
SK02-002,2025,LWR,N_ETFOSA,0
AD13-001,2025,MWR,N_ETFOSA,0
AD13-002,2025,MWR,N_ETFOSA,0
AD13-003,2025,MWR,N_ETFOSA,0
WO07-001,2025,MWR,N_ETFOSA,0
WO07-002,2025,MWR,N_ETFOSA,0
MR25-001,2025,MWR,N_ETFOSA,0
MR25-002,2025,MWR,N_ETFOSA,0
LI30-001,2025,MWR,N_ETFOSA,0
LI30-002,2025,MWR,N_ETFOSA,0
LI24-001,2025,MWR,N_ETFOSA,0
LI31-001,2025,MWR,N_ETFOSA,0
LI31-002,2025,MWR,N_ETFOSA,0
LI47-001,2025,MWR,N_ETFOSA,0
LI47-002,2025,MWR,N_ETFOSA,0
DA07-001,2025,LWR,N_ETFOSA,0
DA07-002,2025,LWR,N_ETFOSA,0
DA07-003,2025,LWR,N_ETFOSA,0
PT04-001,2025,MWR,N_ETFOSA,0
PT04-002,2025,MWR,N_ETFOSA,0
CO03-001,2025,MWR,N_ETFOSA,0
CO03-002,2025,MWR,N_ETFOSA,0
ON07-001,2025,UPWR,N_ETFOSA,0
ON138-001,2025,UPWR,N_ETFOSA,0
ON138-002,2025,UPWR,N_ETFOSA,0
ON31-001,2025,MWR,N_ETFOSA,0
ON31-002,2025,MWR,N_ETFOSA,0
WI09-001,2023,FRGB,N_ETFOSA,0
WI09-002,2023,FRGB,N_ETFOSA,0
OU06-001,2023,FRGB,N_ETFOSA,0
OU13-001,2023,FRGB,N_ETFOSA,0
BR17-001,2023,FRGB,N_ETFOSA,0
BR17-002,2023,FRGB,N_ETFOSA,0
BR09-001,2023,FRGB,N_ETFOSA,0
BR09-002,2023,FRGB,N_ETFOSA,0
BR12-001,2024,FRGB,N_ETFOSA,0
BR12-001,2023,FRGB,N_ETFOSA,0
BR11-001,2024,FRGB,N_ETFOSA,0
BR11-002,2024,FRGB,N_ETFOSA,0
BR15-001,2024,FRGB,N_ETFOSA,0
BR15-003,2024,FRGB,N_ETFOSA,0
BR19-001,2024,FRGB,N_ETFOSA,0
SB7-002,2024,GBLM,N_ETFOSA,0
MC14-001,2024,GBLM,N_ETFOSA,0
MC14-002,2024,GBLM,N_ETFOSA,0
MC17-001-002,2024,GBLM,N_ETFOSA,0
DO29-001,2024,GBLM,N_ETFOSA,0
DO29-002,2024,GBLM,N_ETFOSA,0
MC03-002,2024,GBLM,N_ETFOSA,0
MC06-001,2024,GBLM,N_ETFOSA,0
MC06-002,2024,GBLM,N_ETFOSA,0
KE02-001,2024,GBLM,N_ETFOSA,0
KE08-001,2024,GBLM,N_ETFOSA,0
KE08-002,2024,GBLM,N_ETFOSA,0
DO05-001,2024,GBLM,N_ETFOSA,0
DO05-002,2024,GBLM,N_ETFOSA,0
DO18-001,2024,GBLM,N_ETFOSA,0
DO18-002,2024,GBLM,N_ETFOSA,0
DO16-001,2024,GBLM,N_ETFOSA,0
DO16-002,2024,GBLM,N_ETFOSA,0
DO16-003,2024,GBLM,N_ETFOSA,0
WI10-001,2023,FRGB,N_ETFOSA,0
WI10-002,2023,FRGB,N_ETFOSA,0
DU81-001,2024,SSS,N_ETFOSAA,0
DU58-002,2024,SSS,N_ETFOSAA,0
DU58-001,2023,SSS,N_ETFOSAA,0
DU58-002,2023,SSS,N_ETFOSAA,0
BY32-001,2023,SSS,N_ETFOSAA,0
BY30-001,2024,SSS,N_ETFOSAA,0
BY47-001,2023,SSS,N_ETFOSAA,0
CR03-001,2025,LWR,N_ETFOSAA,0.847
BY47-001-002,2024,SSS,N_ETFOSAA,0
CR09-001,2025,LWR,N_ETFOSAA,0.452
CR09-002,2025,LWR,N_ETFOSAA,0.327
CRNew-001,2025,LWR,N_ETFOSAA,0.292
BY97-001,2023,SSS,N_ETFOSAA,0
BY97-002,2023,SSS,N_ETFOSAA,0
BY48-001,2024,SSS,N_ETFOSAA,0
BY100-001,2023,SSS,N_ETFOSAA,0
BY100-002,2023,SSS,N_ETFOSAA,0
BY100-003,2023,SSS,N_ETFOSAA,0
BY100-002,2024,SSS,N_ETFOSAA,0
AS28-001,2024,AIS,N_ETFOSAA,0
AS28-002,2024,AIS,N_ETFOSAA,0
AS28-003,2024,AIS,N_ETFOSAA,0
BY94-001,2023,SSS,N_ETFOSAA,0
BY94-002,2023,SSS,N_ETFOSAA,0
AS71-001,2024,AIS,N_ETFOSAA,0
AS71-002,2024,AIS,N_ETFOSAA,0
AS71-001,2023,AIS,N_ETFOSAA,0
AS108-002,2023,AIS,N_ETFOSAA,0
GRNew-001,2025,LWR,N_ETFOSAA,0.478
GRNew-002,2025,LWR,N_ETFOSAA,0.598
AS99-001,2024,AIS,N_ETFOSAA,0
AS99-002,2024,AIS,N_ETFOSAA,0
AS106-001,2023,AIS,N_ETFOSAA,0
AS106-002,2023,AIS,N_ETFOSAA,0
AS90-001,2024,AIS,N_ETFOSAA,0
AS90-002,2024,AIS,N_ETFOSAA,0
GR10-001,2025,LWR,N_ETFOSAA,0.642
GR10-002,2025,LWR,N_ETFOSAA,0.76
RI20-001,2025,LWR,N_ETFOSAA,0.549
AS20-001,2023,AIS,N_ETFOSAA,0
AS20-002,2023,AIS,N_ETFOSAA,0
IO20-001,2025,LWR,N_ETFOSAA,0.917
IO20-002,2025,LWR,N_ETFOSAA,1.247
IO20-003,2025,LWR,N_ETFOSAA,0.906
IO26-001,2025,LWR,N_ETFOSAA,0.825
IO26-002,2025,LWR,N_ETFOSAA,0.946
IO21-001,2025,LWR,N_ETFOSAA,1.317
IO21-003,2025,LWR,N_ETFOSAA,1.692
JU22-001,2025,MWR,N_ETFOSAA,5.564
JU22-002,2025,MWR,N_ETFOSAA,6.044
JU14-001,2025,MWR,N_ETFOSAA,5.806
SK02-001,2025,LWR,N_ETFOSAA,0.97
SK02-002,2025,LWR,N_ETFOSAA,0.525
AD13-001,2025,MWR,N_ETFOSAA,5.624
AD13-002,2025,MWR,N_ETFOSAA,6.611
AD13-003,2025,MWR,N_ETFOSAA,5.782
WO07-001,2025,MWR,N_ETFOSAA,1.86
WO07-002,2025,MWR,N_ETFOSAA,1.667
MR25-001,2025,MWR,N_ETFOSAA,0
MR25-002,2025,MWR,N_ETFOSAA,0
LI30-001,2025,MWR,N_ETFOSAA,3.579
LI30-002,2025,MWR,N_ETFOSAA,3.503
LI24-001,2025,MWR,N_ETFOSAA,3.846
LI31-001,2025,MWR,N_ETFOSAA,15.505
LI31-002,2025,MWR,N_ETFOSAA,14.714
LI47-001,2025,MWR,N_ETFOSAA,5.108
LI47-002,2025,MWR,N_ETFOSAA,3.813
DA07-001,2025,LWR,N_ETFOSAA,0.168
DA07-002,2025,LWR,N_ETFOSAA,0
DA07-003,2025,LWR,N_ETFOSAA,0.196
PT04-001,2025,MWR,N_ETFOSAA,1.838
PT04-002,2025,MWR,N_ETFOSAA,2.378
CO03-001,2025,MWR,N_ETFOSAA,1.863
CO03-002,2025,MWR,N_ETFOSAA,1.49
ON07-001,2025,UPWR,N_ETFOSAA,0
ON138-001,2025,UPWR,N_ETFOSAA,0
ON138-002,2025,UPWR,N_ETFOSAA,0
ON31-001,2025,MWR,N_ETFOSAA,1.287
ON31-002,2025,MWR,N_ETFOSAA,0.573
WI09-001,2023,FRGB,N_ETFOSAA,0.81
WI09-002,2023,FRGB,N_ETFOSAA,0.704
OU06-001,2023,FRGB,N_ETFOSAA,0.321
OU13-001,2023,FRGB,N_ETFOSAA,0
BR17-001,2023,FRGB,N_ETFOSAA,0
BR17-002,2023,FRGB,N_ETFOSAA,0.646
BR09-001,2023,FRGB,N_ETFOSAA,0.828
BR09-002,2023,FRGB,N_ETFOSAA,0.195
BR12-001,2024,FRGB,N_ETFOSAA,1.57
BR12-001,2023,FRGB,N_ETFOSAA,0.831
BR11-001,2024,FRGB,N_ETFOSAA,0.886
BR11-002,2024,FRGB,N_ETFOSAA,1.22
BR15-001,2024,FRGB,N_ETFOSAA,1.36
BR15-003,2024,FRGB,N_ETFOSAA,0.822
BR19-001,2024,FRGB,N_ETFOSAA,1.56
SB7-002,2024,GBLM,N_ETFOSAA,0
MC14-001,2024,GBLM,N_ETFOSAA,0
MC14-002,2024,GBLM,N_ETFOSAA,0
MC17-001-002,2024,GBLM,N_ETFOSAA,0
DO29-001,2024,GBLM,N_ETFOSAA,0.958
DO29-002,2024,GBLM,N_ETFOSAA,0.696
MC03-002,2024,GBLM,N_ETFOSAA,0
MC06-001,2024,GBLM,N_ETFOSAA,0
MC06-002,2024,GBLM,N_ETFOSAA,0
KE02-001,2024,GBLM,N_ETFOSAA,0
KE08-001,2024,GBLM,N_ETFOSAA,0
KE08-002,2024,GBLM,N_ETFOSAA,0
DO05-001,2024,GBLM,N_ETFOSAA,0
DO05-002,2024,GBLM,N_ETFOSAA,0
DO18-001,2024,GBLM,N_ETFOSAA,0
DO18-002,2024,GBLM,N_ETFOSAA,0
DO16-001,2024,GBLM,N_ETFOSAA,0
DO16-002,2024,GBLM,N_ETFOSAA,0
DO16-003,2024,GBLM,N_ETFOSAA,0
WI10-001,2023,FRGB,N_ETFOSAA,0.606
WI10-002,2023,FRGB,N_ETFOSAA,0.44
DU81-001,2024,SSS,N_ETFOSE,0
DU58-002,2024,SSS,N_ETFOSE,0
DU58-001,2023,SSS,N_ETFOSE,0
DU58-002,2023,SSS,N_ETFOSE,0
BY32-001,2023,SSS,N_ETFOSE,0
BY30-001,2024,SSS,N_ETFOSE,0.056
BY47-001,2023,SSS,N_ETFOSE,0
CR03-001,2025,LWR,N_ETFOSE,0
BY47-001-002,2024,SSS,N_ETFOSE,0
CR09-001,2025,LWR,N_ETFOSE,0
CR09-002,2025,LWR,N_ETFOSE,0
CRNew-001,2025,LWR,N_ETFOSE,0
BY97-001,2023,SSS,N_ETFOSE,0
BY97-002,2023,SSS,N_ETFOSE,0
BY48-001,2024,SSS,N_ETFOSE,0
BY100-001,2023,SSS,N_ETFOSE,0
BY100-002,2023,SSS,N_ETFOSE,0
BY100-003,2023,SSS,N_ETFOSE,0
BY100-002,2024,SSS,N_ETFOSE,0
AS28-001,2024,AIS,N_ETFOSE,0.064
AS28-002,2024,AIS,N_ETFOSE,0
AS28-003,2024,AIS,N_ETFOSE,0
BY94-001,2023,SSS,N_ETFOSE,0
BY94-002,2023,SSS,N_ETFOSE,0
AS71-001,2024,AIS,N_ETFOSE,0
AS71-002,2024,AIS,N_ETFOSE,0
AS71-001,2023,AIS,N_ETFOSE,0
AS108-002,2023,AIS,N_ETFOSE,0
GRNew-001,2025,LWR,N_ETFOSE,0
GRNew-002,2025,LWR,N_ETFOSE,0
AS99-001,2024,AIS,N_ETFOSE,0
AS99-002,2024,AIS,N_ETFOSE,0
AS106-001,2023,AIS,N_ETFOSE,0
AS106-002,2023,AIS,N_ETFOSE,0
AS90-001,2024,AIS,N_ETFOSE,0
AS90-002,2024,AIS,N_ETFOSE,0
GR10-001,2025,LWR,N_ETFOSE,0
GR10-002,2025,LWR,N_ETFOSE,0
RI20-001,2025,LWR,N_ETFOSE,0
AS20-001,2023,AIS,N_ETFOSE,0
AS20-002,2023,AIS,N_ETFOSE,0
IO20-001,2025,LWR,N_ETFOSE,0
IO20-002,2025,LWR,N_ETFOSE,0
IO20-003,2025,LWR,N_ETFOSE,0
IO26-001,2025,LWR,N_ETFOSE,0
IO26-002,2025,LWR,N_ETFOSE,0
IO21-001,2025,LWR,N_ETFOSE,0
IO21-003,2025,LWR,N_ETFOSE,0
JU22-001,2025,MWR,N_ETFOSE,0
JU22-002,2025,MWR,N_ETFOSE,0
JU14-001,2025,MWR,N_ETFOSE,0
SK02-001,2025,LWR,N_ETFOSE,0
SK02-002,2025,LWR,N_ETFOSE,0
AD13-001,2025,MWR,N_ETFOSE,0
AD13-002,2025,MWR,N_ETFOSE,0
AD13-003,2025,MWR,N_ETFOSE,0
WO07-001,2025,MWR,N_ETFOSE,0
WO07-002,2025,MWR,N_ETFOSE,0
MR25-001,2025,MWR,N_ETFOSE,0
MR25-002,2025,MWR,N_ETFOSE,0
LI30-001,2025,MWR,N_ETFOSE,0
LI30-002,2025,MWR,N_ETFOSE,0
LI24-001,2025,MWR,N_ETFOSE,0
LI31-001,2025,MWR,N_ETFOSE,0
LI31-002,2025,MWR,N_ETFOSE,0
LI47-001,2025,MWR,N_ETFOSE,0
LI47-002,2025,MWR,N_ETFOSE,0
DA07-001,2025,LWR,N_ETFOSE,0
DA07-002,2025,LWR,N_ETFOSE,0
DA07-003,2025,LWR,N_ETFOSE,0
PT04-001,2025,MWR,N_ETFOSE,0
PT04-002,2025,MWR,N_ETFOSE,0
CO03-001,2025,MWR,N_ETFOSE,0
CO03-002,2025,MWR,N_ETFOSE,0
ON07-001,2025,UPWR,N_ETFOSE,0
ON138-001,2025,UPWR,N_ETFOSE,0
ON138-002,2025,UPWR,N_ETFOSE,0
ON31-001,2025,MWR,N_ETFOSE,0
ON31-002,2025,MWR,N_ETFOSE,0
WI09-001,2023,FRGB,N_ETFOSE,0
WI09-002,2023,FRGB,N_ETFOSE,0
OU06-001,2023,FRGB,N_ETFOSE,0
OU13-001,2023,FRGB,N_ETFOSE,0
BR17-001,2023,FRGB,N_ETFOSE,0
BR17-002,2023,FRGB,N_ETFOSE,0
BR09-001,2023,FRGB,N_ETFOSE,0
BR09-002,2023,FRGB,N_ETFOSE,0
BR12-001,2024,FRGB,N_ETFOSE,0.09
BR12-001,2023,FRGB,N_ETFOSE,0
BR11-001,2024,FRGB,N_ETFOSE,0
BR11-002,2024,FRGB,N_ETFOSE,0
BR15-001,2024,FRGB,N_ETFOSE,0.058
BR15-003,2024,FRGB,N_ETFOSE,0
BR19-001,2024,FRGB,N_ETFOSE,0
SB7-002,2024,GBLM,N_ETFOSE,0
MC14-001,2024,GBLM,N_ETFOSE,0
MC14-002,2024,GBLM,N_ETFOSE,0
MC17-001-002,2024,GBLM,N_ETFOSE,0
DO29-001,2024,GBLM,N_ETFOSE,0
DO29-002,2024,GBLM,N_ETFOSE,0
MC03-002,2024,GBLM,N_ETFOSE,0
MC06-001,2024,GBLM,N_ETFOSE,0
MC06-002,2024,GBLM,N_ETFOSE,0
KE02-001,2024,GBLM,N_ETFOSE,0
KE08-001,2024,GBLM,N_ETFOSE,0
KE08-002,2024,GBLM,N_ETFOSE,0
DO05-001,2024,GBLM,N_ETFOSE,0
DO05-002,2024,GBLM,N_ETFOSE,0
DO18-001,2024,GBLM,N_ETFOSE,0
DO18-002,2024,GBLM,N_ETFOSE,0
DO16-001,2024,GBLM,N_ETFOSE,0
DO16-002,2024,GBLM,N_ETFOSE,0
DO16-003,2024,GBLM,N_ETFOSE,0
WI10-001,2023,FRGB,N_ETFOSE,0
WI10-002,2023,FRGB,N_ETFOSE,0
DU81-001,2024,SSS,N_MEFOSA,0
DU58-002,2024,SSS,N_MEFOSA,0
DU58-001,2023,SSS,N_MEFOSA,0
DU58-002,2023,SSS,N_MEFOSA,0
BY32-001,2023,SSS,N_MEFOSA,0
BY30-001,2024,SSS,N_MEFOSA,0
BY47-001,2023,SSS,N_MEFOSA,0
CR03-001,2025,LWR,N_MEFOSA,0
BY47-001-002,2024,SSS,N_MEFOSA,0
CR09-001,2025,LWR,N_MEFOSA,0
CR09-002,2025,LWR,N_MEFOSA,0
CRNew-001,2025,LWR,N_MEFOSA,0
BY97-001,2023,SSS,N_MEFOSA,0
BY97-002,2023,SSS,N_MEFOSA,0
BY48-001,2024,SSS,N_MEFOSA,0
BY100-001,2023,SSS,N_MEFOSA,0
BY100-002,2023,SSS,N_MEFOSA,0
BY100-003,2023,SSS,N_MEFOSA,0
BY100-002,2024,SSS,N_MEFOSA,0
AS28-001,2024,AIS,N_MEFOSA,0
AS28-002,2024,AIS,N_MEFOSA,0
AS28-003,2024,AIS,N_MEFOSA,0
BY94-001,2023,SSS,N_MEFOSA,0
BY94-002,2023,SSS,N_MEFOSA,0
AS71-001,2024,AIS,N_MEFOSA,0
AS71-002,2024,AIS,N_MEFOSA,0
AS71-001,2023,AIS,N_MEFOSA,0
AS108-002,2023,AIS,N_MEFOSA,0
GRNew-001,2025,LWR,N_MEFOSA,0
GRNew-002,2025,LWR,N_MEFOSA,0
AS99-001,2024,AIS,N_MEFOSA,0
AS99-002,2024,AIS,N_MEFOSA,0
AS106-001,2023,AIS,N_MEFOSA,0
AS106-002,2023,AIS,N_MEFOSA,0
AS90-001,2024,AIS,N_MEFOSA,0
AS90-002,2024,AIS,N_MEFOSA,0
GR10-001,2025,LWR,N_MEFOSA,0
GR10-002,2025,LWR,N_MEFOSA,0
RI20-001,2025,LWR,N_MEFOSA,0
AS20-001,2023,AIS,N_MEFOSA,0
AS20-002,2023,AIS,N_MEFOSA,0
IO20-001,2025,LWR,N_MEFOSA,0
IO20-002,2025,LWR,N_MEFOSA,0
IO20-003,2025,LWR,N_MEFOSA,0
IO26-001,2025,LWR,N_MEFOSA,0
IO26-002,2025,LWR,N_MEFOSA,0
IO21-001,2025,LWR,N_MEFOSA,0
IO21-003,2025,LWR,N_MEFOSA,0
JU22-001,2025,MWR,N_MEFOSA,0
JU22-002,2025,MWR,N_MEFOSA,0
JU14-001,2025,MWR,N_MEFOSA,0
SK02-001,2025,LWR,N_MEFOSA,0
SK02-002,2025,LWR,N_MEFOSA,0
AD13-001,2025,MWR,N_MEFOSA,0
AD13-002,2025,MWR,N_MEFOSA,0
AD13-003,2025,MWR,N_MEFOSA,0
WO07-001,2025,MWR,N_MEFOSA,0
WO07-002,2025,MWR,N_MEFOSA,0
MR25-001,2025,MWR,N_MEFOSA,0
MR25-002,2025,MWR,N_MEFOSA,0
LI30-001,2025,MWR,N_MEFOSA,0
LI30-002,2025,MWR,N_MEFOSA,0
LI24-001,2025,MWR,N_MEFOSA,0
LI31-001,2025,MWR,N_MEFOSA,0
LI31-002,2025,MWR,N_MEFOSA,0
LI47-001,2025,MWR,N_MEFOSA,0
LI47-002,2025,MWR,N_MEFOSA,0
DA07-001,2025,LWR,N_MEFOSA,0
DA07-002,2025,LWR,N_MEFOSA,0
DA07-003,2025,LWR,N_MEFOSA,0
PT04-001,2025,MWR,N_MEFOSA,0
PT04-002,2025,MWR,N_MEFOSA,0
CO03-001,2025,MWR,N_MEFOSA,0
CO03-002,2025,MWR,N_MEFOSA,0
ON07-001,2025,UPWR,N_MEFOSA,0
ON138-001,2025,UPWR,N_MEFOSA,0
ON138-002,2025,UPWR,N_MEFOSA,0
ON31-001,2025,MWR,N_MEFOSA,0
ON31-002,2025,MWR,N_MEFOSA,0
WI09-001,2023,FRGB,N_MEFOSA,0
WI09-002,2023,FRGB,N_MEFOSA,0
OU06-001,2023,FRGB,N_MEFOSA,0
OU13-001,2023,FRGB,N_MEFOSA,0
BR17-001,2023,FRGB,N_MEFOSA,0
BR17-002,2023,FRGB,N_MEFOSA,0
BR09-001,2023,FRGB,N_MEFOSA,0
BR09-002,2023,FRGB,N_MEFOSA,0
BR12-001,2024,FRGB,N_MEFOSA,0
BR12-001,2023,FRGB,N_MEFOSA,0
BR11-001,2024,FRGB,N_MEFOSA,0
BR11-002,2024,FRGB,N_MEFOSA,0
BR15-001,2024,FRGB,N_MEFOSA,0
BR15-003,2024,FRGB,N_MEFOSA,0
BR19-001,2024,FRGB,N_MEFOSA,0
SB7-002,2024,GBLM,N_MEFOSA,0
MC14-001,2024,GBLM,N_MEFOSA,0
MC14-002,2024,GBLM,N_MEFOSA,0
MC17-001-002,2024,GBLM,N_MEFOSA,0
DO29-001,2024,GBLM,N_MEFOSA,0
DO29-002,2024,GBLM,N_MEFOSA,0
MC03-002,2024,GBLM,N_MEFOSA,0
MC06-001,2024,GBLM,N_MEFOSA,0
MC06-002,2024,GBLM,N_MEFOSA,0
KE02-001,2024,GBLM,N_MEFOSA,0
KE08-001,2024,GBLM,N_MEFOSA,0
KE08-002,2024,GBLM,N_MEFOSA,0
DO05-001,2024,GBLM,N_MEFOSA,0
DO05-002,2024,GBLM,N_MEFOSA,0
DO18-001,2024,GBLM,N_MEFOSA,0
DO18-002,2024,GBLM,N_MEFOSA,0
DO16-001,2024,GBLM,N_MEFOSA,0
DO16-002,2024,GBLM,N_MEFOSA,0
DO16-003,2024,GBLM,N_MEFOSA,0
WI10-001,2023,FRGB,N_MEFOSA,0
WI10-002,2023,FRGB,N_MEFOSA,0
DU81-001,2024,SSS,N_MEFOSAA,0
DU58-002,2024,SSS,N_MEFOSAA,0
DU58-001,2023,SSS,N_MEFOSAA,0
DU58-002,2023,SSS,N_MEFOSAA,0
BY32-001,2023,SSS,N_MEFOSAA,0
BY30-001,2024,SSS,N_MEFOSAA,0
BY47-001,2023,SSS,N_MEFOSAA,0
CR03-001,2025,LWR,N_MEFOSAA,0
BY47-001-002,2024,SSS,N_MEFOSAA,0
CR09-001,2025,LWR,N_MEFOSAA,0
CR09-002,2025,LWR,N_MEFOSAA,0
CRNew-001,2025,LWR,N_MEFOSAA,0
BY97-001,2023,SSS,N_MEFOSAA,0
BY97-002,2023,SSS,N_MEFOSAA,0
BY48-001,2024,SSS,N_MEFOSAA,0
BY100-001,2023,SSS,N_MEFOSAA,0
BY100-002,2023,SSS,N_MEFOSAA,0
BY100-003,2023,SSS,N_MEFOSAA,0
BY100-002,2024,SSS,N_MEFOSAA,0
AS28-001,2024,AIS,N_MEFOSAA,0
AS28-002,2024,AIS,N_MEFOSAA,0
AS28-003,2024,AIS,N_MEFOSAA,0
BY94-001,2023,SSS,N_MEFOSAA,0
BY94-002,2023,SSS,N_MEFOSAA,0
AS71-001,2024,AIS,N_MEFOSAA,0
AS71-002,2024,AIS,N_MEFOSAA,0
AS71-001,2023,AIS,N_MEFOSAA,0
AS108-002,2023,AIS,N_MEFOSAA,0
GRNew-001,2025,LWR,N_MEFOSAA,0
GRNew-002,2025,LWR,N_MEFOSAA,0
AS99-001,2024,AIS,N_MEFOSAA,0
AS99-002,2024,AIS,N_MEFOSAA,0
AS106-001,2023,AIS,N_MEFOSAA,0
AS106-002,2023,AIS,N_MEFOSAA,0
AS90-001,2024,AIS,N_MEFOSAA,0
AS90-002,2024,AIS,N_MEFOSAA,0
GR10-001,2025,LWR,N_MEFOSAA,0
GR10-002,2025,LWR,N_MEFOSAA,0
RI20-001,2025,LWR,N_MEFOSAA,0.24
AS20-001,2023,AIS,N_MEFOSAA,0
AS20-002,2023,AIS,N_MEFOSAA,0
IO20-001,2025,LWR,N_MEFOSAA,0
IO20-002,2025,LWR,N_MEFOSAA,0.121
IO20-003,2025,LWR,N_MEFOSAA,0
IO26-001,2025,LWR,N_MEFOSAA,0
IO26-002,2025,LWR,N_MEFOSAA,0
IO21-001,2025,LWR,N_MEFOSAA,0
IO21-003,2025,LWR,N_MEFOSAA,0.148
JU22-001,2025,MWR,N_MEFOSAA,0.734
JU22-002,2025,MWR,N_MEFOSAA,0.708
JU14-001,2025,MWR,N_MEFOSAA,0.754
SK02-001,2025,LWR,N_MEFOSAA,0.17
SK02-002,2025,LWR,N_MEFOSAA,0
AD13-001,2025,MWR,N_MEFOSAA,0.49
AD13-002,2025,MWR,N_MEFOSAA,0.818
AD13-003,2025,MWR,N_MEFOSAA,0.726
WO07-001,2025,MWR,N_MEFOSAA,0
WO07-002,2025,MWR,N_MEFOSAA,0
MR25-001,2025,MWR,N_MEFOSAA,0
MR25-002,2025,MWR,N_MEFOSAA,0
LI30-001,2025,MWR,N_MEFOSAA,0
LI30-002,2025,MWR,N_MEFOSAA,0
LI24-001,2025,MWR,N_MEFOSAA,0
LI31-001,2025,MWR,N_MEFOSAA,0.426
LI31-002,2025,MWR,N_MEFOSAA,0.304
LI47-001,2025,MWR,N_MEFOSAA,0.151
LI47-002,2025,MWR,N_MEFOSAA,0.122
DA07-001,2025,LWR,N_MEFOSAA,0
DA07-002,2025,LWR,N_MEFOSAA,0
DA07-003,2025,LWR,N_MEFOSAA,0
PT04-001,2025,MWR,N_MEFOSAA,0.12
PT04-002,2025,MWR,N_MEFOSAA,0.12
CO03-001,2025,MWR,N_MEFOSAA,0.225
CO03-002,2025,MWR,N_MEFOSAA,0.183
ON07-001,2025,UPWR,N_MEFOSAA,0
ON138-001,2025,UPWR,N_MEFOSAA,0
ON138-002,2025,UPWR,N_MEFOSAA,0
ON31-001,2025,MWR,N_MEFOSAA,0
ON31-002,2025,MWR,N_MEFOSAA,0
WI09-001,2023,FRGB,N_MEFOSAA,0
WI09-002,2023,FRGB,N_MEFOSAA,0
OU06-001,2023,FRGB,N_MEFOSAA,0
OU13-001,2023,FRGB,N_MEFOSAA,0
BR17-001,2023,FRGB,N_MEFOSAA,0.164
BR17-002,2023,FRGB,N_MEFOSAA,0.521
BR09-001,2023,FRGB,N_MEFOSAA,0.485
BR09-002,2023,FRGB,N_MEFOSAA,0.157
BR12-001,2024,FRGB,N_MEFOSAA,0.497
BR12-001,2023,FRGB,N_MEFOSAA,0.462
BR11-001,2024,FRGB,N_MEFOSAA,0.347
BR11-002,2024,FRGB,N_MEFOSAA,0.492
BR15-001,2024,FRGB,N_MEFOSAA,0.468
BR15-003,2024,FRGB,N_MEFOSAA,0.33
BR19-001,2024,FRGB,N_MEFOSAA,0.675
SB7-002,2024,GBLM,N_MEFOSAA,0
MC14-001,2024,GBLM,N_MEFOSAA,0
MC14-002,2024,GBLM,N_MEFOSAA,0
MC17-001-002,2024,GBLM,N_MEFOSAA,0
DO29-001,2024,GBLM,N_MEFOSAA,0.384
DO29-002,2024,GBLM,N_MEFOSAA,0.349
MC03-002,2024,GBLM,N_MEFOSAA,0
MC06-001,2024,GBLM,N_MEFOSAA,0
MC06-002,2024,GBLM,N_MEFOSAA,0
KE02-001,2024,GBLM,N_MEFOSAA,0
KE08-001,2024,GBLM,N_MEFOSAA,0
KE08-002,2024,GBLM,N_MEFOSAA,0
DO05-001,2024,GBLM,N_MEFOSAA,0
DO05-002,2024,GBLM,N_MEFOSAA,0
DO18-001,2024,GBLM,N_MEFOSAA,0
